OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT,geo_shape,geo_point_2d
465,100119557,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1638-N015,D0553,SALISBURY RECREATION RESERVE,SALISBURY,MAINS POWER,1,153.0366518566617,-27.550493654571408,"{""coordinates"": [153.0366518566617, -27.550493654571408], ""type"": ""Point""}","-27.550493654571408, 153.0366518566617"
466,100119615,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2537-N001,D1095,WILCANNIA PARK,ASHGROVE,MAINS POWER,2,152.96744402290025,-27.44930331989173,"{""coordinates"": [152.96744402290025, -27.44930331989173], ""type"": ""Point""}","-27.44930331989173, 152.96744402290025"
467,100125287,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2458-N004,D0752,HEINRICH GERNS PARK,WAVELL HEIGHTS,MAINS POWER,1,153.0485194648478,-27.380318516493386,"{""coordinates"": [153.0485194648478, -27.380318516493386], ""type"": ""Point""}","-27.380318516493386, 153.0485194648478"
468,100125380,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0217-N004,D2158,MACARANGA CRESCENT PARK,CARSELDINE,MAINS POWER,1,153.01393302621452,-27.340875283984776,"{""coordinates"": [153.01393302621452, -27.340875283984776], ""type"": ""Point""}","-27.340875283984776, 153.01393302621452"
469,100125464,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1393-N006,D0454,OXENHAM PARK,NUNDAH,MAINS POWER,2,153.06264624902482,-27.400406657809487,"{""coordinates"": [153.06264624902482, -27.400406657809487], ""type"": ""Point""}","-27.400406657809487, 153.06264624902482"
470,100132674,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N023,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.97106292712945,-27.471732577153446,"{""coordinates"": [152.97106292712945, -27.471732577153446], ""type"": ""Point""}","-27.471732577153446, 152.97106292712945"
471,100253017,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2602-N001,D1048,FAVERSHAM STREET PARK,WOOLLOONGABBA,MAINS POWER,1,153.03873411937147,-27.496322584576433,"{""coordinates"": [153.03873411937147, -27.496322584576433], ""type"": ""Point""}","-27.496322584576433, 153.03873411937147"
472,100253087,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2317-N009,D1252,TINCHI TAMBA WETLANDS RESERVE,BALD HILLS,MAINS POWER,1,153.0349094477861,-27.299252409630146,"{""coordinates"": [153.0349094477861, -27.299252409630146], ""type"": ""Point""}","-27.299252409630146, 153.0349094477861"
473,100266981,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1923-N004,D0334,JINDALEE PARK,JINDALEE,MAINS POWER,1,152.93715074839568,-27.5298590238484,"{""coordinates"": [152.93715074839568, -27.5298590238484], ""type"": ""Point""}","-27.5298590238484, 152.93715074839568"
474,100273508,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2594-N002,D1059,WILHELMINE KRUGER PARK,NUDGEE,MAINS POWER,1,153.08560644123278,-27.37524276164,"{""coordinates"": [153.08560644123278, -27.37524276164], ""type"": ""Point""}","-27.37524276164, 153.08560644123278"
475,100280025,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2427-N004,D0840,JAGERA PARK,RUNCORN,MAINS POWER,1,153.0874810943519,-27.592862779776365,"{""coordinates"": [153.0874810943519, -27.592862779776365], ""type"": ""Point""}","-27.592862779776365, 153.0874810943519"
476,100282043,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0062-N001,D2035,JUBILEE AVENUE PARK,FOREST LAKE,MAINS POWER,2,152.9464431428544,-27.62707406413291,"{""coordinates"": [152.9464431428544, -27.62707406413291], ""type"": ""Point""}","-27.62707406413291, 152.9464431428544"
477,100282046,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0120-N001,D2015,ROXWELL STREET PARK,FOREST LAKE,MAINS POWER,1,152.94608204165863,-27.62419455192183,"{""coordinates"": [152.94608204165863, -27.62419455192183], ""type"": ""Point""}","-27.62419455192183, 152.94608204165863"
478,100285556,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0014-N002,D0456,PLAISTED PLACE PARK,NORTHGATE,MAINS POWER,1,153.06102106666245,-27.390819860020123,"{""coordinates"": [153.06102106666245, -27.390819860020123], ""type"": ""Point""}","-27.390819860020123, 153.06102106666245"
479,100286159,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0039-N001,D2047,WYANDRA CRESCENT PARK,MURARRIE,MAINS POWER,1,153.0920271546207,-27.462652997537422,"{""coordinates"": [153.0920271546207, -27.462652997537422], ""type"": ""Point""}","-27.462652997537422, 153.0920271546207"
480,100289533,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0020-N006,D0192,WOOLCOCK PARK,RED HILL,MAINS POWER,1,152.998967828841,-27.448794319382554,"{""coordinates"": [152.998967828841, -27.448794319382554], ""type"": ""Point""}","-27.448794319382554, 152.998967828841"
481,100292254,BBQ - GAS SINGLE,BARBEQUE,B-RE-1625-N013,D0567,KEV HOOPER MEMORIAL PARK,INALA,BOTTLED GAS,1,152.97605745793783,-27.59047005323652,"{""coordinates"": [152.97605745793783, -27.59047005323652], ""type"": ""Point""}","-27.59047005323652, 152.97605745793783"
482,100298997,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1774-N005,D0213,MELALEUCA GREEN PARK,CHERMSIDE WEST,MAINS POWER,1,153.0092602935052,-27.386658369419592,"{""coordinates"": [153.0092602935052, -27.386658369419592], ""type"": ""Point""}","-27.386658369419592, 153.0092602935052"
483,100307987,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1523-N003,D0402,THORNYCROFT STREET PARK,TARRAGINDI,MAINS POWER,1,153.0436770824902,-27.532415428315208,"{""coordinates"": [153.0436770824902, -27.532415428315208], ""type"": ""Point""}","-27.532415428315208, 153.0436770824902"
484,100311538,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0047-N012,D2040,NEWCOMB PARK,RIVERHILLS,MAINS POWER,1,152.89816820198268,-27.563014121279757,"{""coordinates"": [152.89816820198268, -27.563014121279757], ""type"": ""Point""}","-27.563014121279757, 152.89816820198268"
485,100408408,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1485-N010,D0357,HANLON PARK / BUR'UDA,STONES CORNER,MAINS POWER,2,153.04259095363116,-27.500407079196144,"{""coordinates"": [153.04259095363116, -27.500407079196144], ""type"": ""Point""}","-27.500407079196144, 153.04259095363116"
486,200470303,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2060-N008,D1264,TUCKEROO PARK,NUDGEE BEACH,MAINS POWER,1,153.10576012995625,-27.351184473627598,"{""coordinates"": [153.10576012995625, -27.351184473627598], ""type"": ""Point""}","-27.351184473627598, 153.10576012995625"
487,200471182,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1453-N004,D0389,YERONGA MEMORIAL PARK,YERONGA,MAINS POWER,1,153.02138738642645,-27.518147349490548,"{""coordinates"": [153.02138738642645, -27.518147349490548], ""type"": ""Point""}","-27.518147349490548, 153.02138738642645"
488,200471641,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1876-N007,D0275,DECKER PARK,BRIGHTON,MAINS POWER,1,153.06463436285387,-27.286109974071678,"{""coordinates"": [153.06463436285387, -27.286109974071678], ""type"": ""Point""}","-27.286109974071678, 153.06463436285387"
489,200472224,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1590-N008,D0723,CARINDALE RECREATION RESERVE,CARINDALE,MAINS POWER,1,153.10858775117913,-27.4969720054075,"{""coordinates"": [153.10858775117913, -27.4969720054075], ""type"": ""Point""}","-27.4969720054075, 153.10858775117913"
490,200472255,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1979-N003,D0169,CROSBY PARK,ALBION,MAINS POWER,1,153.0457589100766,-27.43378754834423,"{""coordinates"": [153.0457589100766, -27.43378754834423], ""type"": ""Point""}","-27.43378754834423, 153.0457589100766"
491,200475876,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1632-N001,D0559,D.M.HENDERSON PARK,MACGREGOR,MAINS POWER,1,153.07146874920358,-27.569770118402385,"{""coordinates"": [153.07146874920358, -27.569770118402385], ""type"": ""Point""}","-27.569770118402385, 153.07146874920358"
492,200476925,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1786-N003,D0039,VIC LUCAS PARK,BULIMBA,MAINS POWER,2,153.05149812716886,-27.44343310969772,"{""coordinates"": [153.05149812716886, -27.44343310969772], ""type"": ""Point""}","-27.44343310969772, 153.05149812716886"
493,200477079,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1834-N004,D0078,TENERIFFE PARK,TENERIFFE,MAINS POWER,1,153.04647071096267,-27.458367590854163,"{""coordinates"": [153.04647071096267, -27.458367590854163], ""type"": ""Point""}","-27.458367590854163, 153.04647071096267"
494,200479016,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2317-N011,D1252,TINCHI TAMBA WETLANDS RESERVE,BALD HILLS,MAINS POWER,1,153.03267666675904,-27.299521653665998,"{""coordinates"": [153.03267666675904, -27.299521653665998], ""type"": ""Point""}","-27.299521653665998, 153.03267666675904"
495,200479134,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2003-N003,D0229,JOHN PATTERSON PARK,CHERMSIDE,MAINS POWER,1,153.02825030424398,-27.38825658866689,"{""coordinates"": [153.02825030424398, -27.38825658866689], ""type"": ""Point""}","-27.38825658866689, 153.02825030424398"
496,200480359,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1710-N004,D0134,WILLMINGTON PARK,ALDERLEY,MAINS POWER,1,152.99299049270113,-27.427170981844128,"{""coordinates"": [152.99299049270113, -27.427170981844128], ""type"": ""Point""}","-27.427170981844128, 152.99299049270113"
497,200481723,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N014,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.06940790125597,-27.31337618843479,"{""coordinates"": [153.06940790125597, -27.31337618843479], ""type"": ""Point""}","-27.31337618843479, 153.06940790125597"
498,200481856,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2508-N004,D0711,HAROLD KIELLY PARK,BALD HILLS,MAINS POWER,1,153.02123585301806,-27.310317015165346,"{""coordinates"": [153.02123585301806, -27.310317015165346], ""type"": ""Point""}","-27.310317015165346, 153.02123585301806"
499,200482000,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2191-N001,D1178,LAMBERT MCBRIDE PARK,ZILLMERE,MAINS POWER,1,153.05094989780602,-27.358000320842944,"{""coordinates"": [153.05094989780602, -27.358000320842944], ""type"": ""Point""}","-27.358000320842944, 153.05094989780602"
500,200482008,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1908-N005,D0346,ORLEIGH PARK,WEST END,MAINS POWER,1,152.9980213132862,-27.489551078371775,"{""coordinates"": [152.9980213132862, -27.489551078371775], ""type"": ""Point""}","-27.489551078371775, 152.9980213132862"
501,200482039,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2018-N015,D0305,SHERWOOD ARBORETUM,SHERWOOD,MAINS POWER,2,152.97323544560248,-27.531986898957484,"{""coordinates"": [152.97323544560248, -27.531986898957484], ""type"": ""Point""}","-27.531986898957484, 152.97323544560248"
502,200482041,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1657-N006,D0706,DASH STREET PARK,KEPERRA,MAINS POWER,1,152.95485855320615,-27.40902730966146,"{""coordinates"": [152.95485855320615, -27.40902730966146], ""type"": ""Point""}","-27.40902730966146, 152.95485855320615"
503,200477556,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2003-N003,D0229,JOHN PATTERSON PARK,CHERMSIDE,MAINS POWER,1,153.02768003703827,-27.388168656382874,"{""coordinates"": [153.02768003703827, -27.388168656382874], ""type"": ""Point""}","-27.388168656382874, 153.02768003703827"
504,200482117,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1818-N004,D0003,PRIMROSE PARK,WYNNUM WEST,MAINS POWER,1,153.15739301281786,-27.441187111484037,"{""coordinates"": [153.15739301281786, -27.441187111484037], ""type"": ""Point""}","-27.441187111484037, 153.15739301281786"
505,200482207,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1629-N010,D0563,MORTIMER ROAD PARK,ACACIA RIDGE,MAINS POWER,1,153.01676044343083,-27.577962746636956,"{""coordinates"": [153.01676044343083, -27.577962746636956], ""type"": ""Point""}","-27.577962746636956, 153.01676044343083"
506,200482256,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1865-N002,D0288,MOORA PARK,SHORNCLIFFE,MAINS POWER,2,153.08516773643206,-27.32471591109709,"{""coordinates"": [153.08516773643206, -27.32471591109709], ""type"": ""Point""}","-27.32471591109709, 153.08516773643206"
507,200483284,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N013,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.9619923655114,-27.541742778416566,"{""coordinates"": [152.9619923655114, -27.541742778416566], ""type"": ""Point""}","-27.541742778416566, 152.9619923655114"
508,200484098,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0170-N002,D2005,DAINTREE DRIVE PARK (NO.65),PARKINSON,MAINS POWER,1,153.03077619261504,-27.641240350388493,"{""coordinates"": [153.03077619261504, -27.641240350388493], ""type"": ""Point""}","-27.641240350388493, 153.03077619261504"
509,200487324,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0168-N002,D2008,CASCADE DRIVE PARK (NO.25),FOREST LAKE,MAINS POWER,1,152.96385581588194,-27.629693834248787,"{""coordinates"": [152.96385581588194, -27.629693834248787], ""type"": ""Point""}","-27.629693834248787, 152.96385581588194"
510,200488238,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1672-N008,D0662,JOHN GOSS RESERVE,CHERMSIDE WEST,MAINS POWER,1,153.01296459613792,-27.37894554500986,"{""coordinates"": [153.01296459613792, -27.37894554500986], ""type"": ""Point""}","-27.37894554500986, 153.01296459613792"
511,200488240,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1613-N001,D0664,YIMBUN PARK,SUNNYBANK,MAINS POWER,1,153.07535832540674,-27.57423269761402,"{""coordinates"": [153.07535832540674, -27.57423269761402], ""type"": ""Point""}","-27.57423269761402, 153.07535832540674"
512,200488260,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1447-N001,D0438,NUDGEE BEACH RESERVE,NUDGEE BEACH,MAINS POWER,2,153.10115223521808,-27.343720971794962,"{""coordinates"": [153.10115223521808, -27.343720971794962], ""type"": ""Point""}","-27.343720971794962, 153.10115223521808"
513,200488486,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1442-N001,D0492,DOWNEY PARK,WINDSOR,MAINS POWER,1,153.02519133213744,-27.441527432063722,"{""coordinates"": [153.02519133213744, -27.441527432063722], ""type"": ""Point""}","-27.441527432063722, 153.02519133213744"
514,200488506,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1559-N005,D0678,COL BENNETT PARK,ALGESTER,MAINS POWER,2,153.02782075958717,-27.615986113278016,"{""coordinates"": [153.02782075958717, -27.615986113278016], ""type"": ""Point""}","-27.615986113278016, 153.02782075958717"
515,200488566,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1613-N001,D0664,YIMBUN PARK,SUNNYBANK,MAINS POWER,1,153.07533095164374,-27.574559668663337,"{""coordinates"": [153.07533095164374, -27.574559668663337], ""type"": ""Point""}","-27.574559668663337, 153.07533095164374"
516,200488625,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2470-N002,D0799,NILKERIE STREET PARK,CARSELDINE,MAINS POWER,1,153.02532612823407,-27.34627354017909,"{""coordinates"": [153.02532612823407, -27.34627354017909], ""type"": ""Point""}","-27.34627354017909, 153.02532612823407"
517,200488637,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1381-N002,D0483,WESTBROOK PARK,TOOWONG,MAINS POWER,1,152.9770712193113,-27.486749128619557,"{""coordinates"": [152.9770712193113, -27.486749128619557], ""type"": ""Point""}","-27.486749128619557, 152.9770712193113"
518,200488686,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1799-N002,D0023,ROBINSON PARK (FAIRFIELD),FAIRFIELD,MAINS POWER,1,153.02334505826252,-27.5082412610024,"{""coordinates"": [153.02334505826252, -27.5082412610024], ""type"": ""Point""}","-27.5082412610024, 153.02334505826252"
519,200488793,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1376-N004,D0478,GREGORY PARK,MILTON,MAINS POWER,1,152.9993517532682,-27.46650054444493,"{""coordinates"": [152.9993517532682, -27.46650054444493], ""type"": ""Point""}","-27.46650054444493, 152.9993517532682"
520,200488822,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1620-N009,D0572,LES ATKINSON PARK,SUNNYBANK,MAINS POWER,2,153.05690792957614,-27.58505896682209,"{""coordinates"": [153.05690792957614, -27.58505896682209], ""type"": ""Point""}","-27.58505896682209, 153.05690792957614"
521,200489462,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1615-N001,D0577,BENELONG PARK,KEDRON,MAINS POWER,1,153.0404578271791,-27.40505496413442,"{""coordinates"": [153.0404578271791, -27.40505496413442], ""type"": ""Point""}","-27.40505496413442, 153.0404578271791"
522,200489548,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1989-N011,D0243,O'CALLAGHAN PARK,ZILLMERE,MAINS POWER,2,153.043617673963,-27.361499654055613,"{""coordinates"": [153.043617673963, -27.361499654055613], ""type"": ""Point""}","-27.361499654055613, 153.043617673963"
523,200489554,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2579-N001,D1019,GUM NUT NOOK,MCDOWALL,MAINS POWER,1,152.98466034802198,-27.38365628946472,"{""coordinates"": [152.98466034802198, -27.38365628946472], ""type"": ""Point""}","-27.38365628946472, 152.98466034802198"
524,200500326,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1587-N001,D0727,FRANK SLEEMAN PARK,BOONDALL,MAINS POWER,1,153.0589869106765,-27.360745219857588,"{""coordinates"": [153.0589869106765, -27.360745219857588], ""type"": ""Point""}","-27.360745219857588, 153.0589869106765"
525,200500371,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1890-N003,D0260,FIG TREE POCKET RIVERSIDE RESERVE,FIG TREE POCKET,MAINS POWER,1,152.97278874189666,-27.542456986090883,"{""coordinates"": [152.97278874189666, -27.542456986090883], ""type"": ""Point""}","-27.542456986090883, 152.97278874189666"
526,200501184,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1517-N003,D0505,WINDSOR PARK,WINDSOR,MAINS POWER,1,153.03829918741894,-27.43205016003508,"{""coordinates"": [153.03829918741894, -27.43205016003508], ""type"": ""Point""}","-27.43205016003508, 153.03829918741894"
527,200504054,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2464-N001,D0805,J.C.TROTTER MEMORIAL PARK,BURBANK,MAINS POWER,2,153.17654941094023,-27.549906254747555,"{""coordinates"": [153.17654941094023, -27.549906254747555], ""type"": ""Point""}","-27.549906254747555, 153.17654941094023"
528,200504893,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1426-N006,D0530,LOTA CAMPING RESERVE,LOTA,MAINS POWER,2,153.19287905408316,-27.467451238726213,"{""coordinates"": [153.19287905408316, -27.467451238726213], ""type"": ""Point""}","-27.467451238726213, 153.19287905408316"
529,200511492,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1697-N003,D0127,SEDGLEY PARK,ALDERLEY,MAINS POWER,1,153.0062452761057,-27.429381912102965,"{""coordinates"": [153.0062452761057, -27.429381912102965], ""type"": ""Point""}","-27.429381912102965, 153.0062452761057"
530,200513024,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1588-N001,D0725,WISHART COMMUNITY PARK,WISHART,MAINS POWER,1,153.10335222544748,-27.560467988955455,"{""coordinates"": [153.10335222544748, -27.560467988955455], ""type"": ""Point""}","-27.560467988955455, 153.10335222544748"
531,200513560,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0572-N002,D1763,COLMSLIE BEACH RESERVE,MURARRIE,MAINS POWER,1,153.09182589004308,-27.44988238889189,"{""coordinates"": [153.09182589004308, -27.44988238889189], ""type"": ""Point""}","-27.44988238889189, 153.09182589004308"
532,200519789,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0343-N002,D2472,MAIDSTONE STREET PARK,KELVIN GROVE,MAINS POWER,1,153.0159125917066,-27.454744915970966,"{""coordinates"": [153.0159125917066, -27.454744915970966], ""type"": ""Point""}","-27.454744915970966, 153.0159125917066"
533,200524473,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2061-N004,D1263,KURILPA POINT PARK,SOUTH BRISBANE,MAINS POWER,2,153.0163766779029,-27.46970386984451,"{""coordinates"": [153.0163766779029, -27.46970386984451], ""type"": ""Point""}","-27.46970386984451, 153.0163766779029"
534,200535892,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0241-N004,D2613,WESTAWAY PARK (MOGGILL),MOGGILL,MAINS POWER,2,152.87282860710366,-27.570869133849975,"{""coordinates"": [152.87282860710366, -27.570869133849975], ""type"": ""Point""}","-27.570869133849975, 152.87282860710366"
535,200527477,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N008,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.03461350311318,-27.477843311724005,"{""coordinates"": [153.03461350311318, -27.477843311724005], ""type"": ""Point""}","-27.477843311724005, 153.03461350311318"
536,200527727,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N023,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.95927494809388,-27.541490848831792,"{""coordinates"": [152.95927494809388, -27.541490848831792], ""type"": ""Point""}","-27.541490848831792, 152.95927494809388"
537,200527818,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N014,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.9630342326911,-27.543112703042514,"{""coordinates"": [152.9630342326911, -27.543112703042514], ""type"": ""Point""}","-27.543112703042514, 152.9630342326911"
538,200532274,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1807-N003,D0015,KEATING PARK,INDOOROOPILLY,MAINS POWER,1,152.9741015544033,-27.49969233675235,"{""coordinates"": [152.9741015544033, -27.49969233675235], ""type"": ""Point""}","-27.49969233675235, 152.9741015544033"
539,200541110,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1736-N002,D0095,NEW FARM PARK,NEW FARM,MAINS POWER,1,153.0520557048118,-27.46847383094577,"{""coordinates"": [153.0520557048118, -27.46847383094577], ""type"": ""Point""}","-27.46847383094577, 153.0520557048118"
540,200542770,BBQ - GAS SINGLE,BARBEQUE,B-RE-1901-N042,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,1,152.94583217166914,-27.47479865382258,"{""coordinates"": [152.94583217166914, -27.47479865382258], ""type"": ""Point""}","-27.47479865382258, 152.94583217166914"
